source_url,source_title,target_name,target_label,relationship_type
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Effectiveness of exergaming in improving functional balance, fatigue and quality of life in Parkinson's disease: a pilot randomized controlled trial. Parkinsonism Related Disorders 2017;38:13-8. - PubMed Ridgel 2019 {published data only} Ridgel A, Ault D.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Dynamic cycling improves motor symptoms and mobility in individuals with PD.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"High-cadence cycling promotes sustained improvement in bradykinesia, rigidity, and mobility in individuals with mild-moderate Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Parkinson's Disease 2019 Mar 3 [Epub ahead of print].,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The effects of high-cadence cycling on emotional recognition in individuals with Parkinson's disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Tango for treatment of motor and non-motor manifestations in Parkinson's disease. clinicaltrials.gov/show/NCT01573260 (first received 09 April 2012).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Tango for treatment of motor and non-motor manifestations in Parkinson's disease: a randomized control study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Strength training and different subtypes of Parkinson's disease. clinicaltrials.gov/show/NCT02966600 (first received 17 November 2016).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Santos L, Fernandez-Rio J, Winge K, Barragán-Pérez B, González-Gómez L, Rodríguez-Pérez V, et al. Effects of progressive resistance exercise in akinetic-rigid Parkinson's disease patients",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Effectiveness comparison of physiotherapy with balance and gait exercises and physical therapy with strengthening exercises in patients with Parkinson's disease. ensaiosclinicos.gov.br/rg/RBR-3p7zcf (first received 17 December 2014).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Balance versus resistance training on postural control in patients with Parkinson's disease: a randomized controlled trial. European Journal of Physical and Rehabilitation Medicine 2017;53(2):173-83. - PubMed Smaili SM, Bueno ME, Barboza NM, Terra MB, Almeida IA, Ferraz HB.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Efficacy of neurofunctional versus resistance training in improving gait and quality of life among patients with Parkinson’s disease: a randomized clinical trial. Motriz: Revista de Educação Física 2018;24(2):e1018123.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Santos 2017c {published data only} Santos L, Fernandez-Rio J, Winge K, Barragan-Perez B, Rodriguez-Perez V, Gonzalez-Diez V, et al. Effects of supervised slackline training on postural instability, freezing of gait, and falls efficacy in people with Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Nintendo Wii and exercises at rehabilitation of individuals with Parkinson's disease. clinicaltrials.gov/show/NCT03235284 (first received 01 August 2017).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Efficacy of the Nintendo Wii combination with conventional exercises in the rehabilitation of individuals with Parkinson's disease: a randomized clinical trial. NeuroRehabilitation 2019;45(2):255-63. - PubMed Schaible 2021 {published data only}DRKS00008732 DRKS00008732.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Neuronal plasticity of network topography in Parkinson disease through LSVT-BIG therapy. drks.de/DRKS00008732 (first received 09 November 2015).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Schaible F, Maier F, Buchwitz TM, Schwartz F, Hoock M, Schonau E, et al. Effects of Lee Silverman Voice Treatment BIG and conventional physiotherapy on non-motor and motor symptoms in Parkinson's disease: a randomized controlled study comparing three exercise models.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Therapeutic Advances in Neurological Disorders 2021;14:1-18. - PMC - PubMed Schenkman 1998 {published data only} Schenkman M, Cutson TM, Kuchibhatla M, Chandler J, Pieper CF, Ray L, et al. Exercise to improve spinal flexibility and function for people with Parkinson's disease",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"a randomized, controlled trial. Journal of the American Geriatrics Society 1998;46(10):1207-16. - PubMed Schenkman 2012 {published data only} Schenkman M, Hall DA, Baron AE, Schwartz RS, Mettler P, Kohrt WM.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Exercise for people in early- or mid-stage Parkinson disease,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"a 16-month randomized controlled trial. Physical Therapy 2012;92(11):1395-410. - PMC - PubMed Schenkman 2018 {published data only} Corcos D, Moore C, Kohrt W, Hall D, Delitto A, Comella C, et al. Study in Parkinson's disease of exercise (SPARX)",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Hall DA, Moore C, Comella C, et al. Recruitment of patients with de novo Parkinson disease: successful strategies in a randomized exercise clinical trial. Trials 2018;19(1):630. - PMC - PubMed NCT01506479.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Study in Parkinson's disease of exercise. clinicaltrials.gov/ct2/show/NCT01506479 (first received 10 January 2012).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Schenkman M, Moore CG, Kohrt WM, Hall DA, Delitto A, Comella CL, et al. Effect of high-intensity treadmill exercise on motor symptoms in patients with De Novo Parkinson disease a phase 2 randomized clinical trial. JAMA Neurology 2018;75(2):219-26. - PMC - PubMed Schilling 2010 {published data only} Schilling BK, Pfeiffer RF, Ledoux MS, Karlage RE, Bloomer RJ, Falvo MJ.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Effects of moderate-volume, high-load lower-body resistance training on strength and function in persons with Parkinson's disease: a pilot study.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Parkinsons Disease 2010;2010:824734. - PMC - PubMed Schlenstedt 2015 {published data only} NCT02253563.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Resistance versus balance training in Parkinson's disease. clinicaltrials.gov/show/NCT02253563 (first received 01 October 2014).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Resistance versus balance training to improve postural control in Parkinson's disease: a randomized rater blinded controlled study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Moderate frequency resistance and balance training do not improve freezing of gait in Parkinson's disease: a pilot study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Qigong exercise for the symptoms of Parkinson's disease: a randomized, controlled pilot study.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,A selective corrective exercise to decrease falling and improve functional balance in idiopathic Parkinson's disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,A comparison between aquatic and land-based physical exercise on postural sway and quality of life in people with Parkinson's disease: a randomized controlled pilot study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,A randomized controlled pilot trial comparing Irish set dancing to usual care for people with Parkinson's disease. clinicaltrials.gov/ct2/show/NCT01939717 (first received 11 September 2013).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Dancing for Parkinson disease: a randomized trial of Irish set dancing compared with usual care.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The feasibility and positive effects of wuqinxi exercise on the cognitive and motor functions of patients with Parkinson's disease: a pilot study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Evidence-based Complementary and Alternative Medicine : ECAM 2021;2021:8833736. - PMC - PubMed Shulman 2013 {published data only} Shulman LM, Katzel LI, Ivey FM, Sorkin JD, Favors K, Anderson KE, et al. Randomized clinical trial of 3 types of physical exercise for patients with Parkinson disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Effects of dual-task aquatic exercises on functional mobility, balance and gait of individuals with Parkinson's disease: a randomized clinical trial with a 3-month follow-up.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Functional and strength training in Parkinsonians. ensaiosclinicos.gov.br/rg/RBR-53s3rk/1 (first received 05 September 2013).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Silva-Batista C, Corcos DM, Barroso R, David FJ, Kanegusuku H, Forjaz C, et al. Instability resistance training improves neuromuscular outcome in Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Medicine and Science in Sports and Exercise 2017;49(4):652-60. - PubMed Silva-Batista C, Corcos DM, Kanegusuku H, Pimentel Piemonte ME, Bucken Gobbi LT, Lima-Pardini AC, et al. Balance and fear of falling in subjects with Parkinson's disease is improved after exercises with motor complexity.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Gait and Posture 2018;61:90-7. - PubMed Silva-Batista C, Corcos DM, Roschel H, Kanegusuku H, Bucken Gobbi LT, Pimentel Piemonte ME, et al. Resistance training with instability for patients with Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Medicine and Science in Sports and Exercise 2016;48(9):1678-87. - PubMed Silva-Batista C, Tavares Mattos EC, Corcos DM, Wilson JM, Heckman CJ, Kanegusuku H, et al. Resistance training with instability is more effective than resistance training in improving spinal inhibitory mechanisms in Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Aerobic exercise is more effective than goal-based exercise for the treatment of cognition in Parkinson's disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Brain and Cognition 2018;122:1-8. - PubMed Smania 2010 {published data only} Smania N, Corato E, Tinazzi M, Stanzani C, Fiaschi A, Girardi P, et al. Effect of balance training on postural instability in patients with idiopathic Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Neurorehabilitation and Neural Repair 2010;24(9):826-34. - PubMed Solla 2019 {published data only} Solla P, Cugusi L, Bertoli M, Cereatti A, Della Croce U, Pani D, et al. Sardinian folk dance for individuals with Parkinson's disease",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,A multifactorial exercise program to reduce falls in people with Parkinson disease. clinicaltrials.gov/ct2/show/NCT02302144 (first received 26 November 2014).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Highly challenging balance program reduces fall rate in Parkinson disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The PIT SToPP trial: a feasibility randomised controlled trial of home-based physiotherapy for people with Parkinson's disease using video-based measures to preserve assessor blinding.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Parkinson's Disease 2012 Oct 20 [Epub ahead of print].,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"The effect of the rehabilitation program on balance, gait, physical performance and trunk rotation in Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Aging Clinical and Experimental Research 2016;28(6):1169-77. - PMC - PubMed Sujatha 2019 {published data only} Sujatha B, Sarumathi S, Tinu Priya R.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Effect of endurance exercise on attention and depression in Parkinson's disease patients . a new approach.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Effectiveness of 6-week Nordic walking training on functional performance, gait quality, and quality of life in Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The immunomodulary effects of systematic exercise in older adults and people with Parkinson's disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Effect of a physical therapy program based on balance and gait in patients with Parkinson.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Falls and balance in Parkinson's disease (PD): comparing land based vs traditional aquatic and novel aquatic physiotherapy. anzctr.org.au/ACTRN12616000834459.aspx (first received 21 June 2016).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Perceptions of aquatic physiotherapy and health-related quality of life among people with Parkinson's disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"The safety and feasibility of a Halliwick style of aquatic physiotherapy for falls and balance dysfunction in people with Parkinson's disease: a single blind pilot trial. PloS One 2020;15(7):e0236391. - PMC - PubMed Tollar 2018 {published data only} Tollar J, Nagy F, Hortobagyi T.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Vastly different exercise programs similarly improve Parkinsonian symptoms: a randomized clinical trial. Gerontology 2018;65(2):120-7. - PubMed Tollar 2019 {published data only} NCT03189680.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Agility training in Parkinson's disease. clinicaltrials.gov/ct2/show/NCT03189680 (first received 16 June 2017).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"A high-intensity multicomponent agility intervention improves Parkinson patients' clinical and motor symptoms. Archives of Physical Medicine and Rehabilitation 2018;99(12):2478-84. - PubMed Tollar J, Nagy F, Kovacs N, Hortobagyi T.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Two-year agility maintenance training slows the progression of Parkinsonian symptoms. Medicine and Science in Sports and Exercise 2019;51(2):237-45. - PubMed Toole 2000 {published data only} Toole T, Hirsch MA, Forkink A, Lehman DA, Maitland CG.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The effects of a balance and strength training program on equilibrium in Parkinsonism: a preliminary study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Neurorehabilitation 2000;14(3):165-74. - PubMed Van Puymbroeck 2018 {published data only} Hawkins BL, Van Puymbroeck M, Walter A, Sharp J, Woshkolup K, Urrea-Mendoza E, et al. Perceived activities and participation outcomes of a yoga intervention for individuals with Parkinson's disease: a mixed methods study.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Therapeutic yoga to improve function in Parkinson's disease. clinicaltrials.gov/ct2/show/NCT02902510 (first received 15 September 2016).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Van Puymbroeck M, Urrea-Mendoza E, Walter AA, Hawkins BL, Woschkolup K, Revilla F, et al. Improvements in multi-dimensional aspects of quality of life following therapeutic yoga for individuals with Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Van Puymbroeck M, Walter AA, Hawkins BL, Sharp JL, Woschkolup K, Urrea-Mendoza E, et al. Functional improvements in Parkinson's disease following a randomized trial of yoga.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"[DOI: 10.1155/2018/8516351] - DOI - PMC - PubMed Walter AA, Adams EV, Van Puymbroeck M, Crowe BM, Urrea-Mendoza E, Hawkins BL, et al. Changes in nonmotor symptoms following an 8-week yoga intervention for people with Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Tai chi for enhancing motor and cognitive function in Parkinson's disease. clinicaltrials.gov/ct2/show/NCT02418780 (first received 16 April 2015).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Vergara-Diaz G, Osypiuk K, Hausdorff JM, Bonato P, Gow BJ, Miranda JG, et al. Tai chi for reducing dual-task gait variability, a potential mediator of fall risk in Parkinson's disease: a pilot randomized controlled trial. Global Advances in Health and Medicine 2018 May 17 [Epub ahead of print];7:1-12.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Aquatic therapy versus conventional land-based therapy for Parkinson's disease: an open-label pilot study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,A comparison of Irish set dancing and exercises for people with Parkinson's disease: a phase II feasibility study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"BMC Geriatrics 2013;13(54):[6 p.]. - PMC - PubMed Volpe 2014 {published data only} Volpe D, Giantin MG, Maestri R, Frazzitta G.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Comparing the effects of hydrotherapy and land-based therapy on balance in patients with Parkinson's disease: a randomized controlled pilot study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Clinical Rehabilitation 2014;28(12):1210-7. - PubMed Volpe 2017a {published data only} Volpe D, Giantin MG, Manuela P, Filippetto C, Pelosin E, Abbruzzese G, et al. Water-based vs. non-water-based physiotherapy for rehabilitation of postural deformities in Parkinson’s disease: a randomized controlled pilot study.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Clinical Rehabilitation 2017;31(8):1107-15. - PubMed Volpe 2017b {published data only} Volpe D, Pavan D, Morris M, Guiotto A, Iansek R, Fortuna S, et al. Underwater gait analysis in Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Gait and Posture 2017;52:87-94. - PubMed Wan 2021 {published data only} Wan Z, Liu X, Yang H, Li F, Yu L, Li L, et al. Effects of health Qigong exercises on physical function on patients with Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Journal of Multidisciplinary Healthcare 2021;14:941-50. - PMC - PubMed Winward 2012 {published data only} Winward C, Sackley C, Meek C, Izadi H, Barker K, Wade D, et al. Weekly exercise does not improve fatigue levels in Parkinson's disease.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The effects of the Hopeful Outdoor Parkinson Exercise (HOPE) program on improving balance performance in Parkinsonian non-fallers and single fallers. clinicaltrials.gov/ct2/show/NCT01799681 (first received 27 February 2013).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Multi-dimensional balance training programme improves balance and gait performance in people with Parkinson's disease: a pragmatic randomized controlled trial with 12-month follow-up.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Parkinsonism and Related Disorders 2015;21(6):615-21. - PubMed Wong-Yu IS, Mak MK.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Multisystem balance training reduces injurious fall risk in Parkinson disease: a randomized trial. American Journal of Physical Medicine and Rehabilitation 2019;98(3):239-44. - PubMed Wong-Yu IS, Mak MK.",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Task- and context-specific balance training program enhances dynamic balance and functional performance in Parkinsonian nonfallers: a randomized controlled trial with six-month follow-up.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The therapeutic effect of Nordic walking on freezing of gait in Parkinson’s disease: a pilot study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Parkinson's Disease 2019 Dec 27 [Epub ahead of print].,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Downhill walking training in individuals with Parkinson's disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Effects of virtual reality training in patients with Parkinson's disease. clinicaltrials.gov/ct2/show/NCT01301651 (first received 23 February 2011).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Yen CY, Lin KH, Hu MH, Wu RM, Lu TW, Lin CH, et al. Effects of virtual reality-augmented balance training on sensory organization and attentional demand for postural control in people with Parkinson disease",Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Impact of trunk resistance and stretching exercise on fall-related factors in patients with Parkinson's disease: a randomized controlled pilot study.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,Effects of interactive video-game-based exercise on balance in older adults with mild-to-moderate Parkinson's disease.,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,The effect of different patterns of rehabilitation training in idiopathic Parkinson's disease. chictr.org.cn/historyversionpuben.aspx?regno=ChiCTR-TRC-14004707 (first received 17 April 2014).,Condition,ADDRESSES_CONDITION
https://pubmed.ncbi.nlm.nih.gov/38588457/,Physical exercise for people with Parkinson's disease – systematic review & network meta‑analysis,"Zhang TY, Hu Y, Nie ZY, Jin RX, Chen F, Guan Q, et al. Effects of tai chi and multimodal exercise training on movement and balance function in mild to moderate idiopathic Parkinson disease.",Condition,ADDRESSES_CONDITION
